name,moh_area
Pepolgahadeniya,Gampaha
Yakkala East,Gampaha
Yakkala South,Gampaha
Henarathgoda,Gampaha
Mudungoda West,Gampaha
Moragoda 2,Gampaha
Ihala Yagoda North,Gampaha
Mahena,Gampaha
Ganemulla South,Gampaha
Ganemulla North,Gampaha
Galahitiyawa East,Gampaha
Galahitiyawa South,Gampaha
Kossinna East,Gampaha
Amunugoda North,Gampaha
Ihala Yagoda South,Gampaha
Mudungoda South,Gampaha
Mudungoda North,Gampaha
Godagedara,Gampaha
Rathupaswala,Gampaha
Galloluwa,Gampaha
Belummahara,Gampaha
Ihala Imbulgoda North,Gampaha
Ihala Imbulgoda South,Gampaha
Pahala Imbulgoda South,Gampaha
Pahala Imbulgoda West,Gampaha
Amunugoda South,Gampaha
Parakandeniya North1,Gampaha
Kossinna West1,Gampaha
Katuwalamulla North,Gampaha
Kossinna West2,Gampaha
Katuwalamulla South,Gampaha
Parakandeniya North2,Gampaha
Parakandeniya South,Gampaha
Pahala Imbulgoda East,Gampaha
Embaraluwa North 2,Gampaha
Embaraluwa North 1,Gampaha
Weliweriya West,Gampaha
Nedungamuwa,Gampaha
Weliweriya East,Gampaha
Weliweriya North,Gampaha
Weliweriya South,Gampaha
Embaraluwa South1,Gampaha
Embaraluwa South 2,Gampaha
Eluwapitiya West,Attanagalla
Eluwapitiya,Attanagalla
Hiripitiya West,Attanagalla
Hiripitiya North,Attanagalla
Hiripitiya Central,Attanagalla
Hiripitiya East,Attanagalla
Thalgasmote West,Attanagalla
Thalgasmote,Attanagalla
Thalgasmote East,Attanagalla
Udammita,Attanagalla
Humbutiyawa West,Attanagalla
Humbutiyawa,Attanagalla
Parana Veyangoda,Attanagalla
Kongasdeniya,Attanagalla
Wedagama,Attanagalla
Kalalpitiya,Attanagalla
Nawagamuwa,Attanagalla
Napagoda,Attanagalla
Nittambuwa South,Attanagalla
Nittambuwa North,Attanagalla
Nittambuwa East,Attanagalla
Kolawatta,Attanagalla
Pattalagedara East,Attanagalla
Pattalagedara,Attanagalla
Hiripitiya South,Attanagalla
Wataddara,Attanagalla
Wataddara West,Attanagalla
Magalegoda,Attanagalla
Magalegoda South,Attanagalla
Heendeniya,Attanagalla
Pattigoda,Attanagalla
Wataddara South,Attanagalla
Pahala Hiripitiya,Attanagalla
Danvilana,Attanagalla
Dadagamuwa East,Attanagalla
Pinnagolla,Attanagalla
Egoda Nittambuwa,Attanagalla
Horagollagama,Attanagalla
Nambadaluwa West,Attanagalla
Nambabaluwa East,Attanagalla
Ranpokunagama A Zone,Attanagalla
Ellakkala West,Attanagalla
Maimbula,Attanagalla
Ranpokunagama E Zone,Attanagalla
Ranpokunagama D Zone,Attanagalla
Ranpokunagama C Zone,Attanagalla
Ranpokunagama B Zone,Attanagalla
Maduwegedara,Attanagalla
Yatiyana,Attanagalla
Orchardwatta,Attanagalla
Malwatta,Attanagalla
Thihariya North,Attanagalla
Katuwasgoda west,Attanagalla
Katuwasgoda,Attanagalla
Dadagamuwa,Attanagalla
Mudagamuwa,Attanagalla
Bandarabatawala,Attanagalla
Pitiyegedara,Attanagalla
Daraluwa,Attanagalla
Bemmulla,Attanagalla
Kandaoluwawa,Attanagalla
Raniswala,Attanagalla
Sapugasthenna,Attanagalla
Thiriwanegama South,Attanagalla
Thiriwanegama North,Attanagalla
Halgampitiya,Attanagalla
Kalagedihena,Attanagalla
Thihariyagama,Attanagalla
Thihariya East,Attanagalla
Kalotuwawa,Attanagalla
Kattota,Attanagalla
Orchardwatta South,Attanagalla
Bogoda,Attanagalla
Mathalana West,Attanagalla
Wathupitiwala,Attanagalla
Walpola,Attanagalla
Haggalla,Attanagalla
Ellakkala,Attanagalla
Godagama  West,Attanagalla
Godagama,Attanagalla
Welikadamulla,Attanagalla
Karasnagala,Attanagalla
Alawala,Attanagalla
Ethaudakanda,Attanagalla
Alawala South,Attanagalla
Nikahetikanda,Attanagalla
Karasnagala South,Attanagalla
Palkumbura,Attanagalla
